office_country, sales_value ,,,,,
Australia," £1,862.64 ",,,,,
Australia, £962.26 ,,,,,
Australia," £2,845.12 ",,,,,
Australia," £3,631.68 ",,,,,
Australia," £4,498.55 ",,,,,
Australia," £6,295.03 ",,,,,
Australia," £2,709.18 ",,,,,
Australia," £2,241.14 ",,,,,
Australia," £1,323.52 ",,,,,
Australia," £4,526.55 ",,,,,
Australia," £3,054.86 ",,,,,
Australia, £835.20 ,,,,,
Australia," £1,599.75 ",,,,,
Australia," £4,680.24 ",,,,,
Australia," £4,482.55 ",,,,,
Australia," £4,317.30 ",,,,,
Australia," £3,315.86 ",,,,,
Australia," £3,595.90 ",,,,,
Australia," £1,992.48 ",,,,,
Australia," £2,540.12 ",,,,,
Australia," £3,176.96 ",,,,,
Australia, £876.15 ,,,,,
Australia, £870.96 ,,,,,
France," £4,825.44 ",,,,,
France," £2,757.40 ",,,,,
France," £3,315.26 ",,,,,
France," £3,863.02 ",,,,,
France," £3,002.44 ",,,,,
France," £3,222.73 ",,,,,
France," £1,732.59 ",,,,,
France," £2,798.00 ",,,,,
France," £1,846.00 ",,,,,
France," £2,156.55 ",,,,,
France," £1,395.42 ",,,,,
France," £2,831.54 ",,,,,
France," £2,552.70 ",,,,,
France," £3,390.48 ",,,,,
France," £3,644.80 ",,,,,
France," £3,344.00 ",,,,,
France," £3,375.84 ",,,,,
France," £2,097.60 ",,,,,
France," £4,373.53 ",,,,,
France," £2,484.00 ",,,,,
France," £4,039.20 ",,,,,
France," £1,432.34 ",,,,,
France," £3,941.03 ",,,,,
France," £3,081.32 ",,,,,
France," £1,591.52 ",,,,,
France," £2,694.52 ",,,,,
France," £2,618.12 ",,,,,
France," £1,623.51 ",,,,,
France," £2,279.16 ",,,,,
France, £925.97 ,,,,,
France," £1,064.34 ",,,,,
France," £2,268.95 ",,,,,
France," £1,249.50 ",,,,,
France," £2,056.78 ",,,,,
France," £3,563.54 ",,,,,
France," £4,114.38 ",,,,,
France," £3,255.36 ",,,,,
France," £1,131.00 ",,,,,
France," £1,958.60 ",,,,,
France," £2,990.65 ",,,,,
France," £1,370.40 ",,,,,
France," £1,439.22 ",,,,,
France," £2,268.81 ",,,,,
France," £3,080.33 ",,,,,
France," £3,542.01 ",,,,,
France," £3,876.18 ",,,,,
France," £2,349.60 ",,,,,
France," £2,714.01 ",,,,,
Australia," £2,770.78 ",,,,,
Australia," £2,588.67 ",,,,,
Australia," £6,227.08 ",,,,,
Australia," £4,194.28 ",,,,,
Australia," £1,049.40 ",,,,,
Australia," £2,031.60 ",,,,,
Australia," £2,440.50 ",,,,,
Australia," £2,711.21 ",,,,,
Australia," £3,600.24 ",,,,,
Australia," £3,971.20 ",,,,,
Australia," £3,788.40 ",,,,,
Australia," £4,063.50 ",,,,,
Australia," £2,512.55 ",,,,,
Australia," £3,263.06 ",,,,,
Australia," £4,094.88 ",,,,,
Australia," £1,771.00 ",,,,,
Australia," £2,989.44 ",,,,,
Australia," £1,099.56 ",,,,,
Australia," £4,652.90 ",,,,,
Australia," £1,856.60 ",,,,,
Australia," £2,968.68 ",,,,,
Australia," £2,123.64 ",,,,,
Australia," £1,596.92 ",,,,,
Australia," £1,720.75 ",,,,,
Australia," £2,764.09 ",,,,,
Australia," £1,180.74 ",,,,,
Australia," £1,772.00 ",,,,,
Australia," £2,063.76 ",,,,,
Australia," £2,385.24 ",,,,,
Australia," £4,750.68 ",,,,,
Australia," £3,379.20 ",,,,,
Australia," £2,176.65 ",,,,,
Australia," £1,096.41 ",,,,,
Australia," £5,661.00 ",,,,,
Australia," £1,874.16 ",,,,,
Australia," £5,263.20 ",,,,,
Australia," £4,858.92 ",,,,,
Australia," £2,463.12 ",,,,,
Australia," £3,615.60 ",,,,,
Australia," £1,805.60 ",,,,,
Australia," £1,448.55 ",,,,,
Australia," £2,976.87 ",,,,,
Australia," £6,329.95 ",,,,,
Australia," £2,696.75 ",,,,,
Australia," £2,728.44 ",,,,,
Australia, £529.35 ,,,,,
USA," £3,445.20 ",,,,,
USA," £5,198.67 ",,,,,
USA," £4,496.85 ",,,,,
USA," £6,420.96 ",,,,,
USA," £1,017.60 ",,,,,
USA," £3,103.86 ",,,,,
USA," £2,406.30 ",,,,,
USA," £2,447.58 ",,,,,
USA," £3,067.67 ",,,,,
USA," £1,354.57 ",,,,,
USA," £2,600.26 ",,,,,
USA," £2,982.72 ",,,,,
USA," £4,591.80 ",,,,,
USA," £4,940.38 ",,,,,
USA," £4,097.92 ",,,,,
USA," £3,580.74 ",,,,,
USA," £4,241.52 ",,,,,
USA," £2,416.95 ",,,,,
USA," £5,952.19 ",,,,,
USA," £2,477.20 ",,,,,
USA," £2,184.75 ",,,,,
USA," £2,576.16 ",,,,,
USA," £1,476.48 ",,,,,
USA," £4,258.08 ",,,,,
USA," £2,642.64 ",,,,,
USA," £1,948.00 ",,,,,
USA," £4,618.32 ",,,,,
France," £4,255.20 ",,,,,
France," £2,525.00 ",,,,,
France," £2,391.68 ",,,,,
France," £2,103.99 ",,,,,
France," £3,713.92 ",,,,,
France," £3,365.67 ",,,,,
France," £6,990.51 ",,,,,
France," £2,588.52 ",,,,,
France," £3,214.62 ",,,,,
France," £4,739.35 ",,,,,
France," £1,459.08 ",,,,,
France," £1,234.32 ",,,,,
France," £5,224.00 ",,,,,
France," £3,570.06 ",,,,,
France," £4,004.28 ",,,,,
France," £5,284.80 ",,,,,
France," £3,042.61 ",,,,,
France," £2,463.30 ",,,,,
France," £4,642.43 ",,,,,
France," £2,710.40 ",,,,,
France," £2,970.24 ",,,,,
France," £5,052.96 ",,,,,
France," £4,938.12 ",,,,,
France," £2,939.05 ",,,,,
France," £5,115.20 ",,,,,
France," £3,776.49 ",,,,,
France," £4,047.36 ",,,,,
France," £1,128.24 ",,,,,
France," £1,163.40 ",,,,,
France," £4,954.32 ",,,,,
France," £3,168.80 ",,,,,
UK," £6,173.55 ",,,,,
UK," £2,121.33 ",,,,,
UK," £2,238.72 ",,,,,
UK," £1,952.40 ",,,,,
UK," £2,333.37 ",,,,,
UK," £1,375.71 ",,,,,
UK," £1,399.65 ",,,,,
UK," £3,027.00 ",,,,,
UK," £1,180.74 ",,,,,
UK," £2,104.56 ",,,,,
UK," £4,307.85 ",,,,,
UK," £1,700.00 ",,,,,
UK," £2,345.28 ",,,,,
UK," £4,242.05 ",,,,,
UK," £3,783.04 ",,,,,
UK," £5,616.03 ",,,,,
UK," £2,497.44 ",,,,,
UK," £3,115.81 ",,,,,
UK," £5,344.56 ",,,,,
UK," £1,746.09 ",,,,,
UK, £896.50 ,,,,,
UK," £1,540.80 ",,,,,
UK," £1,908.06 ",,,,,
UK," £6,108.50 ",,,,,
UK," £2,758.80 ",,,,,
UK," £6,547.61 ",,,,,
UK," £5,232.22 ",,,,,
UK," £2,275.26 ",,,,,
UK," £3,520.65 ",,,,,
UK," £4,615.80 ",,,,,
UK, £880.50 ,,,,,
UK," £2,288.25 ",,,,,
UK," £1,774.89 ",,,,,
UK," £2,829.06 ",,,,,
UK," £2,103.99 ",,,,,
UK," £3,223.22 ",,,,,
UK," £6,367.09 ",,,,,
UK, £649.40 ,,,,,
UK," £3,868.89 ",,,,,
UK," £4,614.48 ",,,,,
UK," £4,018.00 ",,,,,
UK," £1,665.40 ",,,,,
UK," £4,976.00 ",,,,,
UK," £2,238.96 ",,,,,
UK," £2,716.23 ",,,,,
UK," £2,480.32 ",,,,,
UK," £1,928.78 ",,,,,
UK," £2,421.90 ",,,,,
UK," £2,552.00 ",,,,,
UK," £2,462.08 ",,,,,
UK," £2,844.99 ",,,,,
UK," £3,201.44 ",,,,,
UK," £3,086.54 ",,,,,
UK," £3,064.95 ",,,,,
UK," £1,105.00 ",,,,,
UK," £1,393.45 ",,,,,
France," £4,417.38 ",,,,,
France," £2,064.25 ",,,,,
France," £3,286.14 ",,,,,
France," £5,539.94 ",,,,,
France," £1,593.67 ",,,,,
France," £4,080.00 ",,,,,
France," £2,866.20 ",,,,,
France," £4,698.80 ",,,,,
France," £4,123.31 ",,,,,
France," £5,293.50 ",,,,,
France," £2,404.05 ",,,,,
France," £2,271.06 ",,,,,
France," £2,270.16 ",,,,,
France," £4,025.28 ",,,,,
France," £1,386.00 ",,,,,
France," £1,636.95 ",,,,,
France," £2,428.44 ",,,,,
France," £3,646.00 ",,,,,
France," £2,323.88 ",,,,,
France," £1,898.84 ",,,,,
France, £891.50 ,,,,,
France," £1,742.51 ",,,,,
France," £2,067.24 ",,,,,
France," £1,687.56 ",,,,,
France," £2,208.92 ",,,,,
USA," £5,806.50 ",,,,,
USA," £3,757.59 ",,,,,
USA," £3,951.85 ",,,,,
USA," £7,535.50 ",,,,,
USA," £2,390.52 ",,,,,
USA," £1,018.24 ",,,,,
USA," £3,257.54 ",,,,,
USA," £1,662.40 ",,,,,
USA," £1,947.99 ",,,,,
USA," £4,764.27 ",,,,,
USA," £3,922.58 ",,,,,
USA," £3,757.00 ",,,,,
USA," £2,212.65 ",,,,,
USA," £1,647.64 ",,,,,
USA," £3,086.67 ",,,,,
USA," £3,221.85 ",,,,,
USA," £2,494.00 ",,,,,
USA," £3,156.12 ",,,,,
USA," £2,397.36 ",,,,,
USA," £2,816.12 ",,,,,
USA," £1,743.23 ",,,,,
USA," £1,534.47 ",,,,,
USA," £3,106.25 ",,,,,
USA," £3,126.35 ",,,,,
USA," £1,663.20 ",,,,,
USA," £2,454.27 ",,,,,
USA," £6,530.72 ",,,,,
USA," £4,036.80 ",,,,,
USA," £3,244.84 ",,,,,
USA," £3,383.68 ",,,,,
USA," £1,720.17 ",,,,,
USA," £1,974.39 ",,,,,
USA," £1,716.72 ",,,,,
USA," £1,566.88 ",,,,,
USA," £1,186.94 ",,,,,
USA," £3,123.72 ",,,,,
USA," £2,282.80 ",,,,,
USA," £2,074.28 ",,,,,
USA," £2,151.09 ",,,,,
USA," £1,971.20 ",,,,,
USA," £2,215.10 ",,,,,
USA," £1,837.42 ",,,,,
USA," £4,101.93 ",,,,,
USA," £4,836.15 ",,,,,
USA," £6,324.01 ",,,,,
USA," £3,480.40 ",,,,,
USA," £4,644.71 ",,,,,
USA," £4,984.98 ",,,,,
USA," £4,125.19 ",,,,,
USA," £3,170.70 ",,,,,
USA," £2,745.60 ",,,,,
USA, £937.20 ,,,,,
USA," £1,358.07 ",,,,,
USA," £2,390.40 ",,,,,
USA," £2,396.16 ",,,,,
USA," £3,669.29 ",,,,,
USA," £2,053.70 ",,,,,
USA," £1,330.00 ",,,,,
USA," £3,481.80 ",,,,,
USA," £1,818.52 ",,,,,
USA," £3,006.96 ",,,,,
USA," £3,986.15 ",,,,,
USA," £3,740.70 ",,,,,
USA," £3,749.24 ",,,,,
USA," £7,737.93 ",,,,,
USA," £4,979.52 ",,,,,
USA," £1,608.72 ",,,,,
USA," £2,162.16 ",,,,,
USA," £1,401.54 ",,,,,
USA," £3,233.75 ",,,,,
USA," £1,148.91 ",,,,,
USA," £4,571.20 ",,,,,
USA," £4,413.20 ",,,,,
USA," £1,813.86 ",,,,,
USA," £2,480.00 ",,,,,
USA," £1,859.32 ",,,,,
USA," £1,380.05 ",,,,,
USA," £1,995.02 ",,,,,
USA," £2,421.41 ",,,,,
USA," £4,191.84 ",,,,,
USA," £2,037.60 ",,,,,
USA," £4,091.90 ",,,,,
USA," £1,438.56 ",,,,,
USA," £4,299.70 ",,,,,
USA," £7,533.12 ",,,,,
USA," £3,373.89 ",,,,,
USA," £1,019.35 ",,,,,
USA," £1,676.14 ",,,,,
USA," £1,214.34 ",,,,,
USA," £6,557.76 ",,,,,
USA," £5,138.56 ",,,,,
USA," £2,651.40 ",,,,,
USA," £5,488.32 ",,,,,
USA," £1,240.00 ",,,,,
USA," £2,126.95 ",,,,,
USA," £4,112.30 ",,,,,
USA," £2,048.80 ",,,,,
USA," £3,262.00 ",,,,,
USA," £4,392.80 ",,,,,
USA," £3,200.12 ",,,,,
USA," £3,082.67 ",,,,,
USA," £3,479.98 ",,,,,
Australia," £2,880.00 ",,,,,
Australia," £6,747.30 ",,,,,
Australia," £1,983.24 ",,,,,
Australia," £4,222.18 ",,,,,
Australia," £2,753.66 ",,,,,
Australia," £1,796.10 ",,,,,
Australia," £2,273.92 ",,,,,
Australia," £1,384.64 ",,,,,
Australia," £1,097.44 ",,,,,
Australia," £2,648.02 ",,,,,
Australia," £3,681.81 ",,,,,
Australia," £2,912.28 ",,,,,
Australia," £4,984.77 ",,,,,
Australia, £796.00 ,,,,,
Australia," £3,537.24 ",,,,,
Australia," £1,903.00 ",,,,,
Australia," £7,483.14 ",,,,,
Australia," £4,885.60 ",,,,,
Australia," £4,955.30 ",,,,,
Australia," £2,860.85 ",,,,,
Australia," £1,762.03 ",,,,,
Australia," £2,805.32 ",,,,,
Australia," £1,600.83 ",,,,,
Australia," £1,373.68 ",,,,,
Australia," £2,489.40 ",,,,,
Australia," £2,035.32 ",,,,,
Australia," £1,748.88 ",,,,,
Australia," £5,076.40 ",,,,,
Australia," £3,185.28 ",,,,,
Australia," £2,750.60 ",,,,,
Australia," £3,964.16 ",,,,,
Australia," £3,196.50 ",,,,,
Australia," £1,837.44 ",,,,,
Australia," £3,711.18 ",,,,,
Australia," £2,924.46 ",,,,,
Australia," £3,220.50 ",,,,,
Australia," £1,963.85 ",,,,,
Australia," £1,762.95 ",,,,,
Australia," £10,460.16 ",,,,,
Australia," £4,393.31 ",,,,,
Australia," £5,161.31 ",,,,,
Australia," £6,078.60 ",,,,,
Australia," £3,580.64 ",,,,,
Australia," £5,999.52 ",,,,,
Australia," £2,610.23 ",,,,,
Australia," £3,143.04 ",,,,,
UK," £4,084.08 ",,,,,
UK," £5,087.70 ",,,,,
UK," £3,338.63 ",,,,,
UK," £3,815.50 ",,,,,
UK," £1,818.77 ",,,,,
UK," £3,252.60 ",,,,,
UK," £3,786.30 ",,,,,
UK," £2,830.20 ",,,,,
UK," £1,415.36 ",,,,,
UK," £3,949.11 ",,,,,
UK," £2,834.52 ",,,,,
UK," £4,889.76 ",,,,,
UK," £2,441.55 ",,,,,
UK," £4,370.59 ",,,,,
UK," £4,837.24 ",,,,,
UK," £3,399.20 ",,,,,
UK," £1,190.66 ",,,,,
UK," £1,970.54 ",,,,,
UK," £2,543.00 ",,,,,
UK," £1,630.96 ",,,,,
UK," £3,398.64 ",,,,,
UK," £5,596.50 ",,,,,
UK," £2,096.20 ",,,,,
UK," £1,610.00 ",,,,,
UK," £2,048.96 ",,,,,
UK," £2,320.16 ",,,,,
USA," £2,832.40 ",,,,,
USA," £2,376.00 ",,,,,
USA," £1,970.26 ",,,,,
USA," £5,533.61 ",,,,,
USA," £5,076.28 ",,,,,
USA," £7,411.48 ",,,,,
USA," £5,958.38 ",,,,,
USA," £2,558.60 ",,,,,
USA," £4,564.50 ",,,,,
USA," £3,157.98 ",,,,,
USA," £3,326.52 ",,,,,
USA," £3,799.68 ",,,,,
USA," £3,428.36 ",,,,,
USA," £4,013.59 ",,,,,
USA," £3,881.20 ",,,,,
USA," £2,321.76 ",,,,,
USA, £854.04 ,,,,,
USA," £8,391.20 ",,,,,
USA," £2,018.31 ",,,,,
USA," £5,667.20 ",,,,,
USA," £2,665.20 ",,,,,
Australia," £4,121.95 ",,,,,
Australia," £1,228.25 ",,,,,
Australia," £2,584.51 ",,,,,
Australia," £1,886.61 ",,,,,
Australia," £7,067.58 ",,,,,
Australia," £4,877.92 ",,,,,
Australia," £5,208.00 ",,,,,
Australia," £4,613.80 ",,,,,
Australia," £2,169.23 ",,,,,
Australia," £4,499.43 ",,,,,
Australia," £3,493.60 ",,,,,
Australia," £3,157.98 ",,,,,
Australia," £1,066.12 ",,,,,
Australia," £4,282.60 ",,,,,
Australia," £4,932.58 ",,,,,
UK," £2,413.95 ",,,,,
UK," £6,257.94 ",,,,,
UK," £4,845.23 ",,,,,
UK," £4,893.96 ",,,,,
UK," £1,017.20 ",,,,,
UK, £675.78 ,,,,,
UK," £4,163.60 ",,,,,
UK," £1,272.72 ",,,,,
UK," £4,176.48 ",,,,,
UK," £8,594.52 ",,,,,
UK," £3,512.50 ",,,,,
UK," £4,531.41 ",,,,,
UK," £6,893.76 ",,,,,
UK," £2,336.40 ",,,,,
UK," £2,525.95 ",,,,,
UK," £5,971.35 ",,,,,
UK," £3,633.58 ",,,,,
UK," £2,333.42 ",,,,,
UK," £4,767.44 ",,,,,
UK," £1,355.20 ",,,,,
UK," £3,180.90 ",,,,,
UK," £2,998.56 ",,,,,
UK," £1,671.04 ",,,,,
UK," £3,458.00 ",,,,,
UK," £1,471.68 ",,,,,
UK," £2,412.30 ",,,,,
UK," £1,093.05 ",,,,,
UK," £3,526.25 ",,,,,
UK," £3,267.57 ",,,,,
UK," £4,645.00 ",,,,,
USA," £4,140.23 ",,,,,
USA," £3,557.68 ",,,,,
USA," £4,706.80 ",,,,,
USA," £2,278.50 ",,,,,
USA," £3,373.66 ",,,,,
USA," £1,997.58 ",,,,,
USA," £1,981.32 ",,,,,
USA," £2,491.86 ",,,,,
USA," £1,690.40 ",,,,,
USA," £3,845.07 ",,,,,
USA," £2,565.64 ",,,,,
USA," £1,977.54 ",,,,,
USA," £2,603.04 ",,,,,
USA," £5,288.79 ",,,,,
USA," £2,213.40 ",,,,,
USA," £4,421.28 ",,,,,
USA," £1,455.75 ",,,,,
USA," £1,417.68 ",,,,,
USA," £1,660.34 ",,,,,
USA," £2,769.98 ",,,,,
USA," £1,502.80 ",,,,,
France," £2,607.51 ",,,,,
France," £2,690.33 ",,,,,
France," £2,887.50 ",,,,,
France," £5,776.00 ",,,,,
France," £3,584.70 ",,,,,
France," £1,408.08 ",,,,,
France," £2,416.45 ",,,,,
France," £2,058.56 ",,,,,
France," £3,878.60 ",,,,,
France," £2,002.08 ",,,,,
France," £2,118.40 ",,,,,
France," £8,116.50 ",,,,,
France," £7,206.43 ",,,,,
USA," £4,429.80 ",,,,,
USA," £4,664.00 ",,,,,
USA," £2,691.92 ",,,,,
USA," £2,811.00 ",,,,,
USA," £1,284.78 ",,,,,
USA," £4,571.00 ",,,,,
USA," £5,038.80 ",,,,,
USA," £2,312.24 ",,,,,
USA," £1,948.00 ",,,,,
USA," £2,857.35 ",,,,,
USA," £2,035.80 ",,,,,
USA," £1,752.74 ",,,,,
USA," £2,987.16 ",,,,,
USA," £2,121.60 ",,,,,
France," £6,537.72 ",,,,,
France," £4,215.04 ",,,,,
France," £2,094.08 ",,,,,
France," £2,096.00 ",,,,,
France," £3,898.10 ",,,,,
France," £2,681.91 ",,,,,
France," £3,527.80 ",,,,,
France," £3,429.25 ",,,,,
France," £1,452.15 ",,,,,
France," £2,808.96 ",,,,,
France," £2,067.10 ",,,,,
France," £4,082.96 ",,,,,
France," £1,354.86 ",,,,,
France," £1,727.88 ",,,,,
France," £5,857.46 ",,,,,
France," £1,945.90 ",,,,,
France," £1,047.49 ",,,,,
France," £7,573.50 ",,,,,
France," £1,961.60 ",,,,,
France," £3,546.90 ",,,,,
France," £1,700.79 ",,,,,
France," £1,778.92 ",,,,,
France," £1,769.00 ",,,,,
France, £557.60 ,,,,,
France," £1,834.56 ",,,,,
France," £2,928.42 ",,,,,
France," £6,326.00 ",,,,,
France," £1,861.76 ",,,,,
France," £2,398.25 ",,,,,
France," £3,186.04 ",,,,,
France," £5,092.12 ",,,,,
France," £4,102.56 ",,,,,
France," £3,679.08 ",,,,,
France," £1,046.50 ",,,,,
France," £3,942.36 ",,,,,
France," £2,970.00 ",,,,,
France," £5,594.60 ",,,,,
France," £1,209.06 ",,,,,
France," £2,304.00 ",,,,,
France," £1,084.89 ",,,,,
France," £5,875.20 ",,,,,
France," £7,593.18 ",,,,,
France," £7,969.36 ",,,,,
France," £2,394.04 ",,,,,
France," £1,636.20 ",,,,,
France," £1,367.08 ",,,,,
France," £4,579.30 ",,,,,
France," £1,186.25 ",,,,,
France," £4,319.04 ",,,,,
France," £2,814.86 ",,,,,
France," £1,975.12 ",,,,,
France," £4,144.95 ",,,,,
France," £4,328.81 ",,,,,
France," £1,688.12 ",,,,,
France," £2,079.10 ",,,,,
France," £2,322.24 ",,,,,
France," £2,966.85 ",,,,,
France," £1,331.88 ",,,,,
France," £1,903.16 ",,,,,
France," £3,691.85 ",,,,,
France," £2,704.68 ",,,,,
France," £2,171.84 ",,,,,
France," £2,346.92 ",,,,,
France," £2,227.20 ",,,,,
France," £2,238.84 ",,,,,
France," £1,401.48 ",,,,,
Australia," £1,659.90 ",,,,,
Australia," £5,374.57 ",,,,,
Australia," £2,805.00 ",,,,,
Australia," £3,759.00 ",,,,,
Australia, £901.53 ,,,,,
Australia," £2,530.84 ",,,,,
Australia," £3,189.20 ",,,,,
Australia," £8,316.34 ",,,,,
Australia," £4,215.00 ",,,,,
Australia," £7,460.64 ",,,,,
Australia," £3,890.24 ",,,,,
Australia," £2,690.33 ",,,,,
Australia," £3,171.24 ",,,,,
Australia," £2,693.30 ",,,,,
Australia," £1,493.10 ",,,,,
Australia," £1,181.04 ",,,,,
Australia," £2,658.15 ",,,,,
Australia," £6,477.90 ",,,,,
Australia," £2,253.24 ",,,,,
Australia," £8,127.28 ",,,,,
Australia," £4,380.87 ",,,,,
Australia," £2,648.41 ",,,,,
Australia," £2,883.88 ",,,,,
Australia," £3,579.40 ",,,,,
Australia," £1,319.36 ",,,,,
Australia," £4,772.00 ",,,,,
USA," £2,805.12 ",,,,,
USA," £2,499.80 ",,,,,
USA," £2,280.68 ",,,,,
USA," £3,533.46 ",,,,,
USA, £780.40 ,,,,,
USA," £3,400.34 ",,,,,
USA," £3,173.91 ",,,,,
USA," £3,264.00 ",,,,,
USA," £3,867.68 ",,,,,
USA," £1,612.00 ",,,,,
USA," £3,148.64 ",,,,,
USA," £3,167.44 ",,,,,
USA," £5,597.76 ",,,,,
USA," £3,406.48 ",,,,,
USA," £5,263.99 ",,,,,
USA," £4,114.08 ",,,,,
USA," £4,669.28 ",,,,,
USA," £4,650.02 ",,,,,
USA," £4,354.80 ",,,,,
USA," £3,720.96 ",,,,,
USA," £2,294.00 ",,,,,
USA," £2,532.32 ",,,,,
USA," £1,904.64 ",,,,,
USA," £2,355.92 ",,,,,
USA," £3,376.40 ",,,,,
USA," £2,566.20 ",,,,,
USA," £4,080.00 ",,,,,
USA," £2,754.50 ",,,,,
USA," £1,660.12 ",,,,,
USA," £1,729.21 ",,,,,
USA," £2,674.08 ",,,,,
USA," £3,082.64 ",,,,,
USA," £2,923.20 ",,,,,
USA," £3,187.80 ",,,,,
USA," £6,017.41 ",,,,,
USA," £4,213.44 ",,,,,
USA," £3,566.42 ",,,,,
USA," £5,658.30 ",,,,,
USA," £2,664.74 ",,,,,
USA," £2,317.10 ",,,,,
USA," £3,971.18 ",,,,,
USA," £2,593.02 ",,,,,
USA, £996.90 ,,,,,
USA," £2,218.88 ",,,,,
USA," £4,285.36 ",,,,,
USA," £5,055.30 ",,,,,
USA," £7,200.40 ",,,,,
USA," £6,524.18 ",,,,,
USA," £3,690.09 ",,,,,
USA," £2,233.00 ",,,,,
USA," £3,976.21 ",,,,,
USA," £1,812.61 ",,,,,
USA," £6,038.50 ",,,,,
USA," £1,999.20 ",,,,,
USA," £5,710.68 ",,,,,
USA," £3,309.90 ",,,,,
USA," £2,227.94 ",,,,,
USA," £4,322.88 ",,,,,
USA, £531.00 ,,,,,
USA," £1,223.10 ",,,,,
USA," £7,751.52 ",,,,,
USA," £3,422.09 ",,,,,
USA," £1,558.41 ",,,,,
USA," £3,230.37 ",,,,,
USA," £1,841.84 ",,,,,
USA," £2,692.08 ",,,,,
USA," £4,785.95 ",,,,,
USA, £830.75 ,,,,,
USA," £1,469.40 ",,,,,
USA," £2,842.34 ",,,,,
USA," £2,255.56 ",,,,,
USA," £5,301.71 ",,,,,
USA," £2,274.40 ",,,,,
USA," £1,562.16 ",,,,,
USA," £1,803.12 ",,,,,
USA," £1,589.12 ",,,,,
USA," £7,995.41 ",,,,,
USA," £3,932.72 ",,,,,
USA," £1,483.52 ",,,,,
USA," £4,212.60 ",,,,,
USA," £1,451.52 ",,,,,
USA," £1,891.26 ",,,,,
USA," £3,616.20 ",,,,,
USA," £3,739.60 ",,,,,
France," £1,627.56 ",,,,,
France," £1,128.20 ",,,,,
France," £5,624.79 ",,,,,
France," £2,264.08 ",,,,,
France," £4,192.65 ",,,,,
France," £3,966.10 ",,,,,
France," £5,174.40 ",,,,,
France," £5,239.40 ",,,,,
France," £5,192.48 ",,,,,
France," £6,509.34 ",,,,,
France," £1,571.64 ",,,,,
France," £2,572.56 ",,,,,
France," £2,640.40 ",,,,,
France," £2,540.30 ",,,,,
France," £1,262.40 ",,,,,
France," £2,876.30 ",,,,,
France," £1,738.80 ",,,,,
France," £1,433.50 ",,,,,
France," £2,152.67 ",,,,,
France," £2,554.36 ",,,,,
France," £1,655.42 ",,,,,
France," £1,126.16 ",,,,,
France," £1,838.72 ",,,,,
France," £4,581.12 ",,,,,
France," £3,453.02 ",,,,,
France," £8,667.90 ",,,,,
France," £6,627.50 ",,,,,
France," £4,909.08 ",,,,,
France," £2,786.76 ",,,,,
France," £6,017.00 ",,,,,
France," £2,016.96 ",,,,,
France," £2,973.83 ",,,,,
France," £2,968.18 ",,,,,
France," £2,393.60 ",,,,,
France," £2,194.80 ",,,,,
France," £1,115.70 ",,,,,
France," £2,197.76 ",,,,,
France," £3,169.28 ",,,,,
France," £4,464.24 ",,,,,
France," £3,729.60 ",,,,,
France," £2,642.64 ",,,,,
France," £4,546.48 ",,,,,
France," £6,388.80 ",,,,,
France," £5,808.25 ",,,,,
France," £4,920.92 ",,,,,
France, £481.50 ,,,,,
France," £2,896.30 ",,,,,
France," £7,863.80 ",,,,,
Japan," £5,457.54 ",,,,,
Japan," £4,333.50 ",,,,,
Japan," £2,956.59 ",,,,,
Japan," £3,855.60 ",,,,,
Japan," £2,574.88 ",,,,,
Japan," £1,902.42 ",,,,,
Japan," £3,836.41 ",,,,,
Japan," £2,272.12 ",,,,,
Japan," £6,154.28 ",,,,,
Japan," £2,254.35 ",,,,,
Japan," £1,800.30 ",,,,,
Japan," £5,280.00 ",,,,,
Japan," £2,080.10 ",,,,,
Japan, £977.67 ,,,,,
Japan," £2,720.56 ",,,,,
Japan," £2,544.90 ",,,,,
Japan," £6,292.02 ",,,,,
Japan," £2,926.56 ",,,,,
Japan," £1,668.87 ",,,,,
Japan," £2,816.93 ",,,,,
Japan," £3,978.66 ",,,,,
Japan," £2,961.20 ",,,,,
Japan," £5,057.90 ",,,,,
Japan," £1,712.74 ",,,,,
Japan," £6,696.00 ",,,,,
Japan," £2,356.20 ",,,,,
France," £5,485.92 ",,,,,
France," £6,816.88 ",,,,,
France," £8,045.50 ",,,,,
France," £2,783.40 ",,,,,
France," £5,067.00 ",,,,,
France," £1,498.23 ",,,,,
France," £2,949.88 ",,,,,
France," £1,367.08 ",,,,,
France," £2,529.08 ",,,,,
France," £1,981.32 ",,,,,
France," £8,304.12 ",,,,,
France," £2,428.58 ",,,,,
France," £2,374.05 ",,,,,
France," £4,514.40 ",,,,,
France," £2,764.23 ",,,,,
France," £3,583.80 ",,,,,
France," £2,541.00 ",,,,,
France," £6,831.09 ",,,,,
France," £2,270.40 ",,,,,
France," £3,977.93 ",,,,,
France," £4,195.95 ",,,,,
France," £1,127.00 ",,,,,
France," £1,194.08 ",,,,,
France," £2,647.51 ",,,,,
France," £2,864.88 ",,,,,
France," £3,103.44 ",,,,,
France," £1,064.40 ",,,,,
France," £4,268.54 ",,,,,
France," £1,998.72 ",,,,,
France," £1,166.94 ",,,,,
France," £3,373.44 ",,,,,
France," £3,910.50 ",,,,,
France," £1,770.60 ",,,,,
France," £1,469.27 ",,,,,
France," £2,037.80 ",,,,,
France," £1,864.72 ",,,,,
